source_url,page_type,http_status,total_seconds,navigation_seconds,stabilization_seconds,interaction_seconds,scan_seconds,other_seconds,retry_count
https://www.gehealthcare.com/en-us/,HTML,200,5.059965439000003,0.7611525100000023,0.7551369079999972,3.0900584510000044,0.193737076000005,0.2598804939999937,0
https://www.gehealthcare.com/en-us/about/sustainability/,HTML,200,4.166838625000004,1.1396081740000028,0.2543706259999965,2.569738748000006,0.09491636600000675,0.10820471099999196,0
https://www.gehealthcare.com/en-us/insights/article/rooted-in-nature-powered-for-the-future-ge-healthcares-zipf-facility-zero-emissions-milestone/,HTML,200,4.985829602999999,1.7004287910000073,0.25260979300000486,2.5009009820000045,0.4522167979999949,0.07967323899998746,0
https://www.gehealthcare.com/en-us/insights/articles/?topic=sustainability,HTML,200,6.5758953299999945,3.100899831999996,0.2527997749999997,3.077750389000002,0.061639233000008176,0.08280610099998853,0
https://www.gehealthcare.com/en-us/insights/articles/?topic=environment-sustainability,HTML,200,7.364787600999989,4.0304769480000004,0.25157414099999187,2.94003557100001,0.06175360400000329,0.08094733699998358,0
https://www.gehealthcare.com/en-us/insights/article/hinos-sustainability-journey-a-decadeslong-commitment/,PDF,200,4.6886191440000005,1.7651097210000017,0.25157826900000657,2.533524761999999,0.057597585000010554,0.08080880699998261,0
https://www.gehealthcare.com/en-us/insights/article/healthier-planet-healthier-people-transforming-healthcare-systems-with-sustainability/,HTML,200,5.007701393999994,1.2439339649999965,0.2546083610000096,2.5208359700000074,0.9131716549999993,0.07515144299998155,0
https://www.gehealthcare.com/en-us/about/sustainability/sustainability-across-our-products/,HTML,200,3.960869402,1.0747663929999902,0.25862157699999955,2.4772453909999967,0.060977399000009314,0.08925864200000433,0
https://www.gehealthcare.com/en-us/about/suppliers/diversity/,HTML,200,4.248081440000007,1.4562360710000064,0.2511479670000085,2.416683280000001,0.05425549099999216,0.06975863099999913,0
https://www.gehealthcare.com/en-us/about/sustainability/safe-and-secure-products/,HTML,200,4.330301407000007,1.308373606999993,0.25764859500000625,2.5972484850000086,0.06358539599999347,0.10344532400000617,0
https://www.gehealthcare.com/en-us/about/sustainability/reports/,PDF,200,3.916516199,0.8358364959999989,0.2529189400000007,2.652004102999996,0.08004288799999415,0.09571377200001052,0
https://www.gehealthcare.com/en-us/about/sustainability/enable-access-to-care/,HTML,200,4.710592183000003,1.5985508849999945,0.2532030779999985,2.7183560479999898,0.05403855800000201,0.08644361400001799,0
https://www.gehealthcare.com/en-us/about/sustainability/culture-and-belonging/,PDF,200,4.806969907999999,1.9236920719999944,0.26166565399999797,2.4666299830000042,0.0600000069999993,0.09498219200000335,0
https://www.gehealthcare.com/en-us/about/sustainability/climate-and-carbon/,HTML,200,3.7286473130000104,0.8855340179999871,0.2520640930000013,2.449564565000003,0.05357291200000702,0.0879117250000121,0
https://www.gehealthcare.com/en-us/about/compliance/,PDF,200,3.793289838000007,0.9836891800000132,0.2597600370000066,2.4085493569999983,0.06294332800001712,0.0783479359999717,0
https://www.gehealthcare.com/en-us/about/community-engagement/,HTML,200,4.13053161000002,1.368720513999989,0.25164255799998614,2.3827370049999956,0.0525656240000103,0.07486590900003876,0
https://www.gehealthcare.com/en-us/services/mtas/playbook-resources/,HTML,200,5.33478718500001,1.507651468000006,0.2521101189999797,3.430598855999989,0.059313626000005115,0.08511311600003069,0
https://www.gehealthcare.com/en-us/about/suppliers/coupa/,HTML,200,5.010967282999985,1.6770246239999835,0.25161579299998493,2.5241372330000047,0.4748126369999852,0.08337699600002679,0
https://www.gehealthcare.com/en-us/about/suppliers/,HTML,200,3.846728353000003,1.1288347939999994,0.2596685870000215,2.327476297000004,0.05658984400000122,0.074158830999977,0
https://www.gehealthcare.com/en-us/about/suppliers/requirements-and-training/,HTML,200,0.9762367579999989,0.6482204840000065,0.2521944580000195,0.024827147999985755,0.015075865000000022,0.035918802999987065,0
https://www.gehealthcare.com/en-us/about/suppliers/portals/,HTML,200,4.609122749000022,1.5633293100000003,0.2578403690000073,2.6471332039999993,0.06168153999999504,0.07913832600002024,0
https://www.gehealthcare.com/en-us/about/our-economic-impact/,PDF,200,4.292524326999995,1.2813922369999773,0.2512264559999835,2.6178807599999914,0.06386124399998039,0.07816363000006277,0
https://www.gehealthcare.com/en-us/about/latest-innovations/,HTML,200,6.0741433370000095,1.7239959139999996,0.5041044159999615,3.554556759999997,0.06063405099999386,0.23085219600005757,0
https://www.gehealthcare.com/en-us/about/foundation/,HTML,200,4.215736046000018,1.4934011489999932,0.26478954099999896,2.324889882000008,0.05458638100000712,0.07806909300001053,0
https://www.gehealthcare.com/en-us/about/expanded-access-policy/,HTML,200,3.8702490120000164,1.1186382289999983,0.2521938680000062,2.369807184000024,0.054416754999977,0.07519297600001096,0
https://www.gehealthcare.com/en-us/about/email-preferences/,HTML,200,5.1439580029999945,1.758124907999985,0.5058976249999887,2.7358577470000114,0.062454943999995294,0.08162277900001413,0
https://www.gehealthcare.com/en-us/about/ehs/,PDF,200,3.824101549000005,0.934502015999982,0.26243821399998524,2.4915438009999775,0.05658966600000781,0.07902785200005269,0
